#KEY	SRR11357510	SRR11357511	SRR11357512	SRR11357513	SRR11357514	SRR11357515	SRR11357516	SRR11357517
Geneid	SRR11357510	SRR11357511	SRR11357512	SRR11357513	SRR11357514	SRR11357515	SRR11357516	SRR11357517
gene:ECOLIN_12245	156	299	243	254	314	453	272	230
gene:ECOLIN_12255	79	64	54	42	88	86	35	18
gene:ECOLIN_12260	91	93	13	15	85	63	17	13
gene:ECOLIN_12265	635	573	154	117	680	675	58	93
gene:ECOLIN_12270	165	108	497	498	99	122	376	333
gene:ECOLIN_12275	273	277	57	51	370	300	49	52
gene:ECOLIN_12280	348	216	25	14	137	213	17	9
gene:ECOLIN_12285	3126	2965	77	96	3746	4088	80	131
gene:ECOLIN_12290	925	924	232	222	876	1036	353	305
gene:ECOLIN_12295	617	568	486	387	674	689	365	342
gene:ECOLIN_12300	266	197	83	83	241	199	90	70
gene:ECOLIN_12305	345	344	134	117	281	366	101	104
gene:ECOLIN_12310	899	704	316	266	721	738	235	238
gene:ECOLIN_12315	754	122	221	157	132	142	216	191
gene:ECOLIN_12320	843	608	340	303	414	524	281	230
gene:ECOLIN_12325	945	711	410	377	666	694	370	301
gene:ECOLIN_12330	510	397	413	290	391	315	285	224
gene:ECOLIN_12335	6217	3546	1468	1215	3407	3837	1327	1196
gene:ECOLIN_12340	1389	965	583	540	1087	1017	541	465
gene:ECOLIN_12345	1010	912	254	245	594	905	210	186
gene:ECOLIN_12350	2955	2244	333	293	2478	2322	367	328
gene:ECOLIN_12355	69	49	5	4	35	55	9	5
gene:ECOLIN_12360	22	14	24	21	13	22	16	25
gene:ECOLIN_12365	99	97	74	78	44	59	70	62
gene:ECOLIN_12370	275	211	882	723	212	191	394	406
gene:ECOLIN_12375	256	236	130	92	238	220	130	91
gene:ECOLIN_12380	111	106	49	47	79	86	48	35
gene:ECOLIN_12385	279	238	67	80	238	235	90	91
gene:ECOLIN_12390	88	57	37	23	60	68	33	47
gene:ECOLIN_12395	11	13	13	2	14	17	5	10
gene:ECOLIN_12400	75	73	29	24	79	69	25	24
gene:ECOLIN_12405	33	43	45	21	41	37	47	23
gene:ECOLIN_12410	68	91	79	93	99	110	107	69
gene:ECOLIN_12415	72	110	86	92	86	88	124	95
gene:ECOLIN_12420	20	14	17	20	7	12	9	4
gene:ECOLIN_12425	19	21	7	13	12	9	4	4
gene:ECOLIN_12430	22	17	6	8	10	11	2	4
gene:ECOLIN_12435	148	138	94	44	109	97	49	57
gene:ECOLIN_12440	6	5	1	1	5	4	3	1
gene:ECOLIN_12445	24	17	12	11	12	24	4	10
gene:ECOLIN_12450	628	665	386	397	524	511	345	346
gene:ECOLIN_12455	1479	482	841	774	318	382	725	642
gene:ECOLIN_12460	692	284	244	238	414	413	143	147
gene:ECOLIN_12465	2	0	17	19	2	0	9	21
gene:ECOLIN_12470	36	33	173	206	45	26	242	215
gene:ECOLIN_12475	259	169	118	74	149	177	142	136
gene:ECOLIN_12480	47143	53962	19292	19332	44726	47744	28170	26011
gene:ECOLIN_12485	3486	2841	1073	1055	2332	2639	1133	1082
gene:ECOLIN_12490	2665	2323	1302	1326	2277	2195	1404	1292
gene:ECOLIN_12495	2096	1517	587	554	1529	1507	400	448
gene:ECOLIN_12500	119	92	176	183	127	107	119	102
gene:ECOLIN_12505	90	108	143	151	117	107	106	92
gene:ECOLIN_12510	14	22	75	69	23	31	25	32
gene:ECOLIN_12515	5	3	20	17	6	5	11	1
gene:ECOLIN_12520	36	30	68	59	30	17	39	50
gene:ECOLIN_12525	17	26	112	110	30	29	56	24
gene:ECOLIN_12530	34	30	106	106	23	24	58	73
gene:ECOLIN_12535	60	70	195	156	61	58	135	111
gene:ECOLIN_12540	99	126	298	227	136	120	193	184
gene:ECOLIN_12545	8	15	23	16	12	8	16	9
gene:ECOLIN_12550	125	92	206	194	64	76	109	67
gene:ECOLIN_12555	7163	5586	710	631	5474	5598	1280	1157
gene:ECOLIN_12560	551	409	64	41	366	431	87	70
gene:ECOLIN_12565	310	292	260	271	143	233	224	168
gene:ECOLIN_12570	7144	5327	165	166	3943	3879	171	170
gene:ECOLIN_12575	3363	3113	592	571	2435	2128	676	554
gene:ECOLIN_12580	405	417	38	69	282	273	56	59
gene:ECOLIN_12585	374	287	259	246	230	227	259	248
gene:ECOLIN_12590	456	422	575	559	391	366	554	563
gene:ECOLIN_12595	27	33	35	39	67	45	64	61
gene:ECOLIN_12600	27	21	42	14	16	14	8	4
gene:ECOLIN_12605	12	15	33	16	15	29	19	20
gene:ECOLIN_12610	49	33	76	75	30	36	54	42
gene:ECOLIN_12620	95	114	82	78	59	92	66	62
gene:ECOLIN_12625	63	48	64	69	50	54	33	37
gene:ECOLIN_12630	37	29	30	45	17	26	25	23
gene:ECOLIN_12635	14	23	53	24	24	13	33	23
gene:ECOLIN_12640	16	15	24	20	20	17	26	18
gene:ECOLIN_12645	1138	1227	733	637	1126	1234	660	701
gene:ECOLIN_12650	48	43	57	60	26	37	38	23
gene:ECOLIN_12655	253	281	89	109	211	277	49	80
gene:ECOLIN_12660	354	240	74	91	270	228	32	42
gene:ECOLIN_12665	2230	1779	607	482	1625	1794	591	687
gene:ECOLIN_12670	1323	990	241	260	1159	1128	372	351
gene:ECOLIN_12675	2622	2529	580	605	2464	2434	895	787
gene:ECOLIN_12680	677	700	152	142	662	648	177	149
gene:ECOLIN_12685	799	875	278	255	842	781	329	289
gene:ECOLIN_12690	111	117	119	114	126	110	116	110
gene:ECOLIN_12695	132	162	160	84	138	140	64	68
gene:ECOLIN_12700	140	155	87	85	153	173	49	38
gene:ECOLIN_12705	383	430	291	260	369	424	268	190
gene:ECOLIN_12710	374	445	178	170	488	563	242	188
gene:ECOLIN_12715	643	587	383	376	680	705	368	300
gene:ECOLIN_12720	99	74	27	26	87	127	49	33
gene:ECOLIN_12725	618	517	204	199	578	706	281	217
gene:ECOLIN_12730	977	796	543	527	801	842	1007	825
gene:ECOLIN_12735	1195	1438	3624	3680	1626	1769	8854	7297
gene:ECOLIN_12740	207	252	119	115	198	283	97	93
gene:ECOLIN_12745	417	436	219	223	355	400	245	171
gene:ECOLIN_12750	175	243	670	636	196	202	527	522
gene:ECOLIN_12755	8	14	16	32	9	16	12	12
gene:ECOLIN_12760	13	12	50	33	19	32	20	22
gene:ECOLIN_12765	1088	1084	236	144	1387	1314	306	283
gene:ECOLIN_12770	1250	1212	229	199	1543	1519	298	296
gene:ECOLIN_12775	1179	1174	330	276	1294	1500	437	345
gene:ECOLIN_12780	44	48	23	22	50	78	37	28
gene:ECOLIN_12785	268	255	68	73	255	401	109	94
gene:ECOLIN_12790	200	239	63	77	245	354	99	89
gene:ECOLIN_12795	523	616	156	119	660	640	203	162
gene:ECOLIN_12800	3067	3738	874	830	4137	3529	1057	864
gene:ECOLIN_12805	2016	1995	413	349	2135	2102	527	410
gene:ECOLIN_12810	679	744	150	126	900	771	198	171
gene:ECOLIN_12815	3761	2904	472	465	3264	3013	642	678
gene:ECOLIN_12820	2744	1666	440	401	1851	1816	841	720
gene:ECOLIN_12825	2268	1575	560	498	1619	1568	712	702
gene:ECOLIN_12830	1489	1246	2008	1835	1195	1227	1456	1260
gene:ECOLIN_12835	1596	1523	2122	1850	1447	1543	2108	1959
gene:ECOLIN_12840	391	502	158	179	422	442	156	115
gene:ECOLIN_12845	537	622	311	232	458	618	223	179
gene:ECOLIN_12850	2146	2932	832	687	3174	3207	906	846
gene:ECOLIN_12855	2077	2871	925	852	3030	3062	903	808
gene:ECOLIN_12860	787	721	1027	1040	605	727	1092	1087
gene:ECOLIN_12870	18819	18524	1549	1453	18775	19492	1934	1850
gene:ECOLIN_12875	17272	17565	710	688	21704	20166	1603	1433
gene:ECOLIN_12880	115	122	134	149	244	364	72	96
gene:ECOLIN_12885	819	751	392	391	668	799	518	482
gene:ECOLIN_12890	731	730	547	477	763	784	657	556
gene:ECOLIN_12895	242	329	602	527	413	406	619	527
gene:ECOLIN_12900	53	70	296	321	58	84	390	356
gene:ECOLIN_12905	631	646	384	321	529	611	426	376
gene:ECOLIN_12910	788	822	612	646	797	811	681	553
gene:ECOLIN_12915	816	677	267	239	531	536	241	204
gene:ECOLIN_12920	509	442	109	119	372	352	102	118
gene:ECOLIN_12925	1137	891	140	135	702	762	167	150
gene:ECOLIN_12930	3831	3549	359	306	3206	3240	462	411
gene:ECOLIN_12940	464	323	72	61	304	275	70	67
gene:ECOLIN_12945	6275	2862	313	305	4971	4593	206	232
gene:ECOLIN_12950	4450	2063	87	93	2878	3274	86	81
gene:ECOLIN_12955	965	776	296	333	765	727	288	331
gene:ECOLIN_12960	1131	955	199	130	960	1013	238	193
gene:ECOLIN_12965	4600	3616	443	454	3817	3713	645	543
gene:ECOLIN_12970	470	356	122	88	211	401	163	133
gene:ECOLIN_12975	317	301	163	151	218	346	152	156
gene:ECOLIN_12980	1111	869	434	365	700	879	491	431
gene:ECOLIN_12985	1671	1720	761	607	1499	1526	805	709
gene:ECOLIN_12990	546	317	90	66	336	401	97	68
gene:ECOLIN_12995	263	147	44	31	153	142	19	32
gene:ECOLIN_13000	3224	2992	2063	1663	1880	4186	1994	1481
gene:ECOLIN_13005	1036	813	704	740	809	783	782	739
gene:ECOLIN_13010	921	782	91	120	677	681	151	149
gene:ECOLIN_13015	1153	1013	168	136	937	877	184	194
gene:ECOLIN_13020	911	669	103	93	627	577	136	85
gene:ECOLIN_13025	1460	1097	132	124	1083	1127	201	197
gene:ECOLIN_13030	2775	2228	205	191	2235	2152	383	323
gene:ECOLIN_13035	1232	1045	174	149	1368	1261	396	326
gene:ECOLIN_13040	679	716	730	616	539	629	577	554
gene:ECOLIN_13045	297	307	472	343	248	376	321	248
gene:ECOLIN_13050	26	32	96	63	21	23	52	21
gene:ECOLIN_13055	12	25	23	23	11	5	12	13
gene:ECOLIN_13060	13	4	17	15	10	9	17	25
gene:ECOLIN_13065	25	27	66	44	19	35	59	39
gene:ECOLIN_13070	94	109	167	130	78	115	94	96
gene:ECOLIN_13075	22	33	51	39	27	26	17	25
gene:ECOLIN_13080	3170	1916	2264	2010	2050	1974	1977	1740
gene:ECOLIN_13085	251	219	270	291	250	228	262	185
gene:ECOLIN_13090	70	121	109	118	138	131	121	93
gene:ECOLIN_13095	369	699	2268	1800	1452	1436	1584	1319
gene:ECOLIN_13100	728	383	284	267	320	409	187	193
gene:ECOLIN_13105	997	734	746	632	760	704	578	558
gene:ECOLIN_13110	169	122	278	230	179	153	319	317
gene:ECOLIN_13115	100	128	48	62	93	98	76	60
gene:ECOLIN_13120	257	195	306	309	155	224	158	197
gene:ECOLIN_13130	15	4	18	22	4	6	7	5
gene:ECOLIN_13135	21	13	7	4	2	10	0	0
gene:ECOLIN_13140	116	133	503	470	121	127	296	263
gene:ECOLIN_13145	73	64	110	89	52	60	51	75
gene:ECOLIN_13150	155	196	184	200	123	192	126	163
gene:ECOLIN_13155	84	65	50	69	47	77	30	33
gene:ECOLIN_13160	70	32	72	59	10	18	27	23
gene:ECOLIN_13165	1348	1477	628	727	1100	1393	603	630
gene:ECOLIN_13170	2741	2496	336	369	2191	2591	452	463
gene:ECOLIN_13175	6	10	34	7	4	12	14	16
gene:ECOLIN_13180	0	1	0	0	0	0	0	0
gene:ECOLIN_13185	15	9	27	51	20	14	19	27
gene:ECOLIN_13190	73	70	71	77	47	46	35	34
gene:ECOLIN_13195	34	21	55	31	10	19	18	10
gene:ECOLIN_13200	44	77	210	188	47	67	172	161
gene:ECOLIN_13205	134	179	614	622	111	194	460	467
gene:ECOLIN_13210	1831	1616	2046	1788	1193	1298	3478	3243
gene:ECOLIN_13215	706	600	540	446	547	651	344	338
gene:ECOLIN_13220	766	642	332	291	634	704	283	254
gene:ECOLIN_13225	476	474	316	275	512	497	254	280
gene:ECOLIN_13230	256	251	161	140	199	270	143	130
gene:ECOLIN_13235	67	57	90	66	68	57	75	72
gene:ECOLIN_13240	22	12	36	24	10	6	22	11
gene:ECOLIN_13245	22	14	12	14	18	15	19	31
gene:ECOLIN_13250	22	11	37	17	20	16	15	23
gene:ECOLIN_13255	0	3	20	6	0	0	3	8
gene:ECOLIN_13260	353	672	938	846	712	948	949	748
gene:ECOLIN_13265	1522	1318	1709	1533	806	996	1335	1169
gene:ECOLIN_13270	2496	2359	1760	1449	1459	1605	1348	1173
gene:ECOLIN_13275	12534	12739	6894	7079	6415	7800	6599	6306
gene:ECOLIN_13280	2395	2406	290	254	2544	2395	297	318
gene:ECOLIN_13285	762	705	519	524	570	638	420	248
gene:ECOLIN_13290	0	0	1	0	0	0	0	0
gene:ECOLIN_13295	1	1	3	0	0	0	0	0
gene:ECOLIN_13300	2	7	4	6	11	2	4	14
gene:ECOLIN_13305	7	16	3	9	18	7	6	2
gene:ECOLIN_13310	28	39	6	10	83	30	9	18
gene:ECOLIN_13315	141	52	66	39	83	93	14	25
gene:ECOLIN_13320	502	222	44	39	183	319	20	24
gene:ECOLIN_13325	77	30	10	11	37	63	2	5
gene:ECOLIN_13330	6	2	2	0	2	1	2	0
gene:ECOLIN_13335	92	143	162	161	61	123	108	114
gene:ECOLIN_13345	55	69	117	101	69	97	45	62
gene:ECOLIN_13350	12	18	50	30	8	28	21	18
gene:ECOLIN_13355	79	85	347	262	49	57	204	120
gene:ECOLIN_13360	272	301	267	300	267	332	261	218
gene:ECOLIN_13365	349	380	245	242	350	393	222	194
gene:ECOLIN_13370	66	45	34	26	51	39	34	21
gene:ECOLIN_13375	1882	1410	516	470	1331	1287	765	638
gene:ECOLIN_13380	3328	3348	2377	2173	3512	3214	2853	2475
gene:ECOLIN_13385	539	498	194	147	491	514	190	171
gene:ECOLIN_13390	49250	51691	27539	26241	45278	44769	53931	48455
gene:ECOLIN_13395	8876	9893	3011	2760	13989	14140	2951	2676
gene:ECOLIN_13405	11669	12422	7236	7452	15488	15824	6252	6268
gene:ECOLIN_13410	722	769	230	219	636	612	185	154
gene:ECOLIN_13415	230	319	94	137	143	146	107	96
gene:ECOLIN_13420	2647	2824	1248	1210	1636	1576	1387	1360
gene:ECOLIN_13425	6573	8451	7168	6506	5719	5616	7657	6449
gene:ECOLIN_13430	2798	3221	1815	1564	1577	2197	2378	1947
gene:ECOLIN_13435	4087	4084	2365	2064	2393	2445	3355	3058
gene:ECOLIN_13440	12983	13358	6361	5622	7424	7560	10137	9207
gene:ECOLIN_13445	527	651	438	400	496	481	352	362
gene:ECOLIN_13450	407	403	394	409	408	396	398	292
gene:ECOLIN_13455	371	442	337	238	354	348	279	218
gene:ECOLIN_13460	778	769	248	290	871	751	267	274
gene:ECOLIN_13465	364	280	125	84	361	392	127	77
gene:ECOLIN_13470	133	102	21	20	78	89	31	30
gene:ECOLIN_13475	289	210	60	78	111	179	70	99
gene:ECOLIN_13480	833	672	1125	1025	538	535	695	634
gene:ECOLIN_13485	542	348	439	349	351	364	338	273
gene:ECOLIN_13490	120	146	157	121	91	116	145	144
gene:ECOLIN_13495	43	44	164	150	68	51	163	116
gene:ECOLIN_13500	59	52	77	70	27	49	98	81
gene:ECOLIN_13505	36	67	91	79	57	35	89	91
gene:ECOLIN_13510	83	63	124	92	39	53	102	98
gene:ECOLIN_13515	33	35	45	42	35	37	60	56
gene:ECOLIN_13520	70	46	55	59	26	53	42	37
gene:ECOLIN_13525	8	12	17	16	4	19	24	13
gene:ECOLIN_13530	2	2	13	31	0	4	6	13
gene:ECOLIN_13535	10	8	19	19	4	6	18	15
gene:ECOLIN_13540	1	3	5	2	0	5	5	2
gene:ECOLIN_13545	12	14	42	35	7	12	20	20
gene:ECOLIN_13550	9	6	17	7	6	12	15	13
gene:ECOLIN_13555	18	12	31	39	6	18	11	6
gene:ECOLIN_13560	17	9	28	11	7	1	13	17
gene:ECOLIN_13565	3	4	12	19	7	6	4	8
gene:ECOLIN_13570	2	7	17	22	0	2	10	5
gene:ECOLIN_13575	1196	984	1301	1266	570	1429	909	872
gene:ECOLIN_13580	555	666	1339	1561	551	760	3101	2892
gene:ECOLIN_13585	903	905	1100	1115	993	1126	2192	2062
gene:ECOLIN_13590	248	297	214	166	191	265	200	204
gene:ECOLIN_13595	273	319	62	83	314	307	72	77
gene:ECOLIN_13600	103	161	155	148	286	259	151	141
gene:ECOLIN_13605	661	581	736	699	488	490	516	448
gene:ECOLIN_13610	527	442	330	296	316	357	240	182
gene:ECOLIN_13615	527	617	319	346	287	371	241	255
gene:ECOLIN_13620	2332	1777	987	887	1585	1659	843	863
gene:ECOLIN_13625	539	333	960	826	286	329	649	584
gene:ECOLIN_13630	444	414	997	987	409	382	803	745
gene:ECOLIN_13635	833	740	411	343	648	617	373	344
gene:ECOLIN_13640	707	511	1284	1107	499	543	1009	850
gene:ECOLIN_13645	6392	5290	577	494	8438	8685	639	543
gene:ECOLIN_13650	6016	5839	1915	1807	6229	5473	2494	2286
gene:ECOLIN_13655	7467	7274	2856	2556	7269	7826	4490	4085
gene:ECOLIN_13660	1680	1874	458	357	2204	2113	475	454
gene:ECOLIN_13665	2432	2366	295	283	2249	2399	337	280
gene:ECOLIN_13670	657	703	438	422	615	679	503	500
gene:ECOLIN_13675	1757	1879	791	821	1787	1907	895	845
gene:ECOLIN_13680	1800	1622	281	285	1472	1577	375	330
gene:ECOLIN_13685	1189	983	602	534	936	917	446	396
gene:ECOLIN_13690	371	219	148	111	264	257	108	86
gene:ECOLIN_13695	1297	465	70	74	883	991	148	143
gene:ECOLIN_13700	6387	3764	249	250	5736	5878	112	100
gene:ECOLIN_13705	2881	1531	135	123	2519	2440	129	95
gene:ECOLIN_13710	2363	2479	2047	1992	2334	2172	2213	2247
gene:ECOLIN_13715	2008	1575	536	520	1580	1803	741	780
gene:ECOLIN_13720	245	261	239	192	214	318	209	134
gene:ECOLIN_13730	988	857	759	581	684	1140	403	346
gene:ECOLIN_13735	63	67	32	19	51	49	16	16
gene:ECOLIN_13740	108	81	84	75	63	88	104	85
gene:ECOLIN_13745	5561	5100	120	133	5362	5899	348	322
gene:ECOLIN_13750	5102	3135	196	156	3382	4432	301	240
gene:ECOLIN_13755	2032	1697	1317	1155	1633	1712	1590	1442
gene:ECOLIN_13760	1685	1665	2824	2452	1508	1694	2228	2119
gene:ECOLIN_13765	231	221	310	239	159	227	185	205
gene:ECOLIN_13770	88	72	150	137	39	58	75	63
gene:ECOLIN_13775	192	152	46	48	99	94	44	49
gene:ECOLIN_13780	2398	1849	1344	1230	1685	1653	1488	1265
gene:ECOLIN_13785	3995	3677	982	846	3475	3167	989	922
gene:ECOLIN_13790	2243	1886	377	385	1573	1655	598	515
gene:ECOLIN_13795	5093	4474	1026	867	3939	4038	1413	1175
gene:ECOLIN_13800	4254	4087	1161	1132	3736	3722	2507	2318
gene:ECOLIN_13805	3258	2921	1806	1529	3399	3174	2510	2268
gene:ECOLIN_13810	1997	869	328	254	1069	1053	445	413
gene:ECOLIN_13815	831	295	74	54	282	262	45	53
gene:ECOLIN_13820	642	566	309	312	568	594	391	398
gene:ECOLIN_13825	3552	3357	3196	2870	3064	3081	3832	3345
gene:ECOLIN_13830	555	605	541	509	566	607	548	495
gene:ECOLIN_13835	736	826	575	567	567	627	471	525
gene:ECOLIN_13840	920	1282	1087	1011	801	802	861	922
gene:ECOLIN_13845	322	313	344	258	146	148	251	188
gene:ECOLIN_13850	545	563	501	459	255	301	384	350
gene:ECOLIN_13855	2076	1981	1398	1199	902	873	1214	1170
gene:ECOLIN_13860	1063	831	974	909	372	298	730	631
gene:ECOLIN_13865	2573	1860	3855	3466	743	804	2697	2439
gene:ECOLIN_13870	2820	2031	3931	3999	871	813	2988	2638
gene:ECOLIN_13875	7815	5433	7058	6950	1961	1938	6896	6224
gene:ECOLIN_13880	5270	3957	7198	6561	1678	1614	6306	5824
gene:ECOLIN_13885	1305	1145	1951	1628	1101	946	1570	1422
gene:ECOLIN_13890	1557	555	173	76	829	828	141	152
gene:ECOLIN_13895	52	50	41	42	44	37	22	51
gene:ECOLIN_13900	97	134	530	496	152	170	680	598
gene:ECOLIN_13905	442	261	84	79	222	241	95	95
gene:ECOLIN_13910	94	183	446	464	195	154	521	571
gene:ECOLIN_13915	24	49	93	89	50	58	90	100
gene:ECOLIN_13920	64	76	56	39	45	64	40	46
gene:ECOLIN_13925	32	21	25	25	15	13	17	17
gene:ECOLIN_13930	50	47	58	65	12	39	52	34
gene:ECOLIN_13935	20	11	11	13	4	10	21	14
gene:ECOLIN_13940	104	89	182	146	96	80	118	91
gene:ECOLIN_13945	215	184	320	272	234	263	202	195
gene:ECOLIN_13950	19757	16728	685	667	22257	21491	867	730
gene:ECOLIN_13955	266	244	309	238	188	197	193	135
gene:ECOLIN_13960	1109	1135	311	261	1311	1234	315	251
gene:ECOLIN_13965	717	521	286	294	533	567	371	366
gene:ECOLIN_13970	455	384	215	212	413	421	327	247
gene:ECOLIN_13975	693	665	410	365	567	672	452	367
gene:ECOLIN_13980	13657	8369	361	295	10500	10375	311	323
gene:ECOLIN_13985	275	212	133	123	189	180	106	126
gene:ECOLIN_13990	299	164	309	296	201	175	367	337
gene:ECOLIN_13995	377	430	1154	1122	389	415	1231	1088
gene:ECOLIN_14000	185	133	219	172	165	126	242	194
gene:ECOLIN_14005	204	96	76	81	82	102	73	64
gene:ECOLIN_14015	316	336	131	123	280	309	162	109
gene:ECOLIN_14020	1003	938	427	415	1034	937	541	417
gene:ECOLIN_14025	959	578	389	326	683	599	402	346
gene:ECOLIN_14030	3329	1792	1493	1369	2130	2059	1857	1872
gene:ECOLIN_14035	2941	2017	1512	1469	2319	2117	2036	1945
gene:ECOLIN_14040	2505	1805	386	337	1949	1824	388	353
gene:ECOLIN_14045	5322	3237	529	436	3382	3325	840	673
gene:ECOLIN_14050	759	465	193	214	745	619	269	215
gene:ECOLIN_14055	2736	2325	929	878	3040	2989	1064	983
gene:ECOLIN_14060	3860	4262	4458	4029	5541	5815	4528	4215
gene:ECOLIN_14065	2893	3066	4392	4180	3878	4168	4359	3894
gene:ECOLIN_14070	11014	12518	1461	1396	5911	6428	2848	2712
gene:ECOLIN_14075	686	649	83	52	414	407	147	119
gene:ECOLIN_14080	1254	557	812	712	742	705	608	542
gene:ECOLIN_14085	139	90	358	361	76	87	287	267
gene:ECOLIN_14090	289	593	703	651	852	868	607	577
gene:ECOLIN_14095	53885	93548	183311	166289	104155	114862	138440	126844
gene:ECOLIN_14100	788	779	355	308	829	788	390	276
gene:ECOLIN_14105	1154	931	512	446	1161	1138	435	486
gene:ECOLIN_14115	513	217	1112	935	171	188	412	361
gene:ECOLIN_14120	351	256	99	106	275	252	119	86
gene:ECOLIN_14125	694	546	489	424	702	681	700	551
gene:ECOLIN_14130	2764	1905	457	511	2219	2119	842	679
gene:ECOLIN_14135	61	37	33	26	58	54	54	31
gene:ECOLIN_14140	335	102	152	104	93	90	119	66
gene:ECOLIN_14145	4	2	4	3	6	4	3	1
gene:ECOLIN_14150	5901	96864	5303	30854	6345	14947	4154	4822
gene:ECOLIN_14155	2	3	0	1	5	4	1	1
gene:ECOLIN_14160	32	1932	71	400	17	197	73	51
gene:ECOLIN_14165	2392	2597	100918	99999	1751	1782	53974	51084
gene:ECOLIN_14170	638	485	372	319	445	385	464	377
gene:ECOLIN_14175	1233	1102	793	748	893	975	908	680
gene:ECOLIN_14180	4313	3952	1291	1014	4061	4340	1258	1035
gene:ECOLIN_14185	1107	2409	3654	3301	3108	3637	2092	2035
gene:ECOLIN_14190	3169	3427	1040	905	2687	2445	966	963
gene:ECOLIN_14195	5746	17535	582	542	4684	5113	422	322
gene:ECOLIN_14200	7945	38039	682	608	12526	12764	445	425
gene:ECOLIN_14205	161	425	775	869	212	247	1009	936
gene:ECOLIN_14210	667	798	1413	1183	613	814	1222	1024
gene:ECOLIN_14215	542	568	599	562	672	624	587	577
gene:ECOLIN_14220	677	700	233	249	777	708	376	303
gene:ECOLIN_14225	5673	5391	341	356	3928	4515	409	323
gene:ECOLIN_14230	13980	12637	388	336	10412	9712	644	609
gene:ECOLIN_14235	12982	10565	237	247	8388	8600	506	443
gene:ECOLIN_14240	5739	4854	125	138	4137	4246	271	255
gene:ECOLIN_14245	3398	2873	3546	3586	2601	2581	2603	2396
gene:ECOLIN_14250	853	717	312	278	668	780	309	257
gene:ECOLIN_14255	1852	1324	819	775	1276	1314	456	409
gene:ECOLIN_14260	2170	1982	35598	31684	1708	1458	20469	18710
gene:ECOLIN_14265	904	1069	1108	1134	982	1061	913	937
gene:ECOLIN_14270	405	394	651	600	435	425	546	503
gene:ECOLIN_14275	1523	1650	1444	1281	1577	1749	1174	956
gene:ECOLIN_14280	564	361	185	157	413	329	256	236
gene:ECOLIN_14285	759	580	756	704	628	569	595	552
gene:ECOLIN_14290	1237	1230	1345	1134	930	984	953	822
gene:ECOLIN_14295	0	0	0	0	0	0	0	0
gene:ECOLIN_14320	0	0	0	0	0	0	0	0
gene:ECOLIN_14325	702	861	1016	1015	788	625	819	769
gene:ECOLIN_14330	87	30	294	255	29	20	335	310
gene:ECOLIN_14335	69	55	352	327	76	66	408	424
gene:ECOLIN_14340	141	194	435	468	251	178	679	570
gene:ECOLIN_14345	135	150	434	404	181	192	528	467
gene:ECOLIN_14350	29	32	160	142	47	33	110	82
gene:ECOLIN_14355	131	125	281	309	113	181	376	371
gene:ECOLIN_14360	298	420	1944	1907	484	579	3668	3599
gene:ECOLIN_14370	286	339	285	272	279	317	372	309
gene:ECOLIN_14375	775	753	250	298	621	690	353	363
gene:ECOLIN_14380	546	610	316	375	258	326	195	110
gene:ECOLIN_14385	2121	2043	9977	9767	2889	2921	5434	5448
gene:ECOLIN_14390	202	173	857	795	145	158	319	307
gene:ECOLIN_14395	249	352	2383	2291	425	443	2417	2340
gene:ECOLIN_14400	280	234	1270	1377	203	201	723	714
gene:ECOLIN_14405	316	301	788	787	214	296	588	580
gene:ECOLIN_14410	1054	1123	29	56	911	1122	58	66
gene:ECOLIN_14415	1478	1473	54	41	1152	1073	54	65
gene:ECOLIN_14420	8613	7652	245	210	5750	5942	333	260
gene:ECOLIN_14425	4744	4636	83	84	3405	3353	95	84
gene:ECOLIN_14430	1280	1091	100	77	526	628	54	47
gene:ECOLIN_14435	520	360	37	37	232	189	44	24
gene:ECOLIN_14440	709	532	116	146	306	322	73	95
gene:ECOLIN_14445	96	67	150	148	108	78	86	83
gene:ECOLIN_14450	2033	2190	483	369	1902	1948	408	390
gene:ECOLIN_14455	470	481	57	55	364	328	42	50
gene:ECOLIN_14460	2411	2196	422	433	1850	1513	447	465
gene:ECOLIN_14465	877	526	113	77	393	464	74	60
gene:ECOLIN_14470	595	402	126	121	294	252	71	81
gene:ECOLIN_14480	100	118	137	166	106	91	120	118
gene:ECOLIN_14485	3137	3413	1798	1851	4372	4005	2515	2344
gene:ECOLIN_14490	3477	3233	2964	2312	3038	3192	2830	2563
gene:ECOLIN_14495	390	420	290	287	427	409	242	237
gene:ECOLIN_14500	397	408	277	222	309	359	252	284
gene:ECOLIN_14505	75	41	45	20	38	30	9	11
gene:ECOLIN_14510	95	67	22	30	66	56	17	21
gene:ECOLIN_14515	81	43	3	6	28	39	1	4
gene:ECOLIN_14520	228	112	38	33	164	105	19	21
gene:ECOLIN_14525	983	504	59	57	477	587	52	35
gene:ECOLIN_14530	1585	748	298	149	1074	1046	124	86
gene:ECOLIN_14535	4114	4397	5008	4390	2594	4066	6932	5644
gene:ECOLIN_14545	144	114	175	135	159	136	93	77
gene:ECOLIN_14550	2515	2771	2526	2553	2629	2443	2332	2064
gene:ECOLIN_14555	319	317	260	265	285	357	176	146
gene:ECOLIN_14560	58	49	12	7	31	32	6	8
gene:ECOLIN_14565	12	8	7	10	4	10	3	2
gene:ECOLIN_14570	23	0	28	23	20	20	23	11
gene:ECOLIN_14575	16	3	17	3	11	16	7	6
