"adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","Platform_ORF","GO.Function","GO.Process","GO.Component","Chromosome.annotation"
0.998974957609354,0.578806172287182,-0.59162418589079,-5.67641058956174,-0.235741726961963,"rplY///rplY///rplY///ECs3077","50S ribosomal protein L25///50S ribosomal protein L25///50S ribosomal subunit protein L25///50S ribosomal protein L25","b2185","structural constituent of ribosome///5S rRNA binding///5S rRNA binding","ribosomal large subunit assembly///translation///translation///response to radiation///negative regulation of translation","cytosol///cytosolic large ribosomal subunit///cytosolic large ribosomal subunit","NC_004431.1 (2573054..2573338)///NC_002655.2 (3088716..3089000)///NC_000913.3 (2282517..2282801)///NC_002695.1 (3017447..3017731)"
0.998974957609354,0.579705778093359,0.590177899764948,-5.67728467985487,0.100816967806875,"potH///potH///potH///ECs0936","putrescine transporter subunit: membrane component of ABC superfamily///putrescine ABC transporter membrane protein///putrescine ABC transporter permease///putrescine ABC transporter membrane protein","b0856","","putrescine transport","plasma membrane///integral component of plasma membrane///ATP-binding cassette (ABC) transporter complex","NC_004431.1 (950507..951451)///NC_002655.2 (1023080..1024033)///NC_000913.3 (896134..897087)///NC_002695.1 (1021421..1022374)"
0.998974957609354,0.579773255355744,0.59006947294477,-5.67735013515089,0.139765465804993,"yceH///yceH///yceH///ECs1445","hypothetical protein///hypothetical protein///UPF0502 family protein///hypothetical protein","b1067","","","cytosol","NC_004431.1 (1269657..1270304)///NC_002655.2 (1570387..1571034)///NC_000913.3 (1126157..1126804)///NC_002695.1 (1485301..1485948)"
0.998974957609354,0.58101634186681,-0.588073385160152,-5.67855327891468,-0.123982370458,"selA///selA///selA///ECs4468","selenocysteine synthase///selenocysteine synthase///selenocysteine synthase///selenocysteine synthase","b3591","L-seryl-tRNASec selenium transferase activity///L-seryl-tRNASec selenium transferase activity///protein binding///pyridoxal phosphate binding///identical protein binding","selenocysteine biosynthetic process///selenocysteinyl-tRNA(Sec) biosynthetic process///selenocysteinyl-tRNA(Sec) biosynthetic process","cytosol","NC_004431.1 (4195558..4196949, complement)///NC_002655.2 (4569787..4571178, complement)///NC_000913.3 (3759858..3761249, complement)///NC_002695.1 (4502558..4503949, complement)"
0.998974957609354,0.581577436869801,0.587173263614492,-5.67909467408472,0.1081233329888,"acpP///acpP///acpP///acpP","acyl carrier protein///acyl carrier protein///acyl carrier protein (ACP)///acyl carrier protein","b1094","acyl binding///acyl binding///acyl binding///acyl carrier activity///acyl carrier activity///protein binding///lipid binding///phosphopantetheine binding","fatty acid biosynthetic process///lipid biosynthetic process///lipid A biosynthetic process///lipid A biosynthetic process///response to drug","cytoplasm///cytosol///cytosol","NC_004431.1 (1295117..1295353)///NC_002655.2 (1595796..1596032)///NC_000913.3 (1151615..1151851)///NC_002695.1 (1510710..1510946)"
0.998974957609354,0.581836823026457,0.586757330073018,-5.67934460270913,0.19765156761126,"narK///narK///narK///ECs1728","nitrite extrusion protein 1///nitrite extrusion protein///nitrate/nitrite transporter///nitrite extrusion protein","b1223","inorganic anion exchanger activity///inorganic anion exchanger activity///nitrate transmembrane transporter activity///nitrate transmembrane transporter activity///high-affinity secondary active nitrite transmembrane transporter activity///nitrite efflux transmembrane transporter activity///nitrite efflux transmembrane transporter activity","nitrate transport///nitrate transport///nitrite transport///nitrite transport","plasma membrane///integral component of plasma membrane///integral component of plasma membrane","NC_004431.1 (1516751..1518148)///NC_002655.2 (1815239..1816630)///NC_000913.3 (1277957..1279348)///NC_002695.1 (1723303..1724694)"
0.998974957609354,0.582191994355848,0.586187986105094,-5.67968646488916,0.18655319715992,"ydcZ///Z2272///ydcZ///ECs2051","hypothetical protein///hypothetical protein///DUF606 family inner membrane protein///hypothetical protein","b1447","protein binding","movement of cell or subcellular component","plasma membrane///plasma membrane","NC_004431.1 (1708177..1708626, complement)///NC_002655.2 (2054379..2054828)///NC_000913.3 (1517882..1518331, complement)///NC_002695.1 (2033645..2034094, complement)"
0.998974957609354,0.582821971114761,0.585178647861395,-5.68029181478011,0.0827019829566371,"yniB///Z2755///yniB///ECs2432","hypothetical protein///hypothetical protein///putative inner membrane protein///hypothetical protein","b1726","","","plasma membrane","NC_004431.1 (1963793..1964329, complement)///NC_002655.2 (2483613..2484149, complement)///NC_000913.3 (1808697..1809233, complement)///NC_002695.1 (2408411..2408947, complement)"
0.998974957609354,0.582874654267464,-0.585094270006645,-5.68034237940161,-0.139848230100098,"araC///araC///araC///ECs0068","DNA-binding transcriptional regulator AraC///DNA-binding transcriptional regulator AraC///ara regulon transcriptional activator; autorepressor///AraC family transcriptional regulator","b0064","transcription regulatory region sequence-specific DNA binding///transcription regulatory region sequence-specific DNA binding///DNA-binding transcription activator activity///DNA-binding transcription repressor activity///DNA-binding transcription repressor activity///protein binding///identical protein binding","arabinose catabolic process","cytosol///protein-DNA complex///protein-DNA complex","NC_004431.1 (72901..73746)///NC_002655.2 (75234..76112)///NC_000913.3 (70387..71265)///NC_002695.1 (75233..76111)"
0.998974957609354,0.582961278922711,-0.584955541233936,-5.68042550084483,-0.148053938950724,"dpiA///dpiA///citB///dpiA","two-component response regulator DpiA///two-component response regulator DpiA///response regulator in two-component regulatory system with CitA///two-component response regulator DpiA","b0620","phosphorelay response regulator activity///phosphorelay response regulator activity///DNA binding///protein binding","phosphorelay signal transduction system///regulation of transcription, DNA-templated","","NC_004431.1 (694455..695135)///NC_002655.2 (734999..735679)///NC_000913.3 (653862..654542)///NC_002695.1 (735217..735897)"
0.998974957609354,0.583590852423151,0.583947661640087,-5.68102887421952,0.720288082347741,"yggW","coproporphyrinogen III oxidase","c3541","4 iron, 4 sulfur cluster binding","porphyrin-containing compound biosynthetic process","cytoplasm","NC_004431.1 (3393212..3394348)"
0.998974957609354,0.58477854192527,0.58204810206919,-5.68216360421949,0.112603729871681,"ribE///ribE///ribC///ECs2371","riboflavin synthase subunit alpha///riboflavin synthase subunit alpha///riboflavin synthase, alpha subunit///riboflavin synthase subunit alpha","b1662","6,7-dimethyl-8-ribityllumazine synthase activity///6,7-dimethyl-8-ribityllumazine synthase activity","riboflavin biosynthetic process","cytosol///cytosol","NC_004431.1 (1898739..1899380, complement)///NC_002655.2 (2417506..2418147, complement)///NC_000913.3 (1742601..1743242, complement)///NC_002695.1 (2342312..2342953, complement)"
0.998974957609354,0.584953346958869,0.581768721921416,-5.68233022548046,0.0934447713945517,"nudF///nudF///nudF///nudF","ADP-ribose pyrophosphatase///ADP-ribose pyrophosphatase///ADP-ribose pyrophosphatase///ADP-ribose pyrophosphatase","b3034","magnesium ion binding///protein binding///ADP-sugar diphosphatase activity///ADP-sugar diphosphatase activity///ADP-ribose diphosphatase activity","nucleoside phosphate metabolic process///response to heat///ribose phosphate metabolic process","cytosol///cytosol","NC_004431.1 (3614072..3614701, complement)///NC_002655.2 (3990690..3991319, complement)///NC_000913.3 (3177281..3177910, complement)///NC_002695.1 (3923375..3924004, complement)"
0.998974957609354,0.585081386749258,-0.581564116027751,-5.68245220761546,-0.136159561911905,"accC///accC///accC///ECs4128","acetyl-CoA carboxylase biotin carboxylase subunit///acetyl-CoA carboxylase biotin carboxylase subunit///acetyl-CoA carboxylase, biotin carboxylase subunit///acetyl-CoA carboxylase biotin carboxylase subunit","b3256","biotin carboxylase activity///protein binding","fatty acid biosynthetic process///fatty acid biosynthetic process///negative regulation of fatty acid biosynthetic process","cytoplasm///cytosol","NC_004431.1 (3829116..3830465)///NC_002655.2 (4208095..4209444)///NC_000913.3 (3405917..3407266)///NC_002695.1 (4140877..4142226)"
0.998974957609354,0.585254556355932,0.581287436618896,-5.68261709936926,0.129630204185693,"prpR///prpR///ECs0384","regulator for prp operon///propionate catabolism operon regulatory protein///regulator for prp operon","Z0426","DNA-binding transcription factor activity","response to radiation///negative regulation of transcription, DNA-templated///positive regulation of transcription, DNA-templated","","NC_002655.2 (403558..405144, complement)///NC_000913.3 (346857..348443, complement)///NC_002695.1 (403556..405142, complement)"
0.998974957609354,0.585362026736879,0.581115752306051,-5.68271938327822,0.100154960338955,"eutC///eutC///eutC///ECs3311","ethanolamine ammonia-lyase small subunit///ethanolamine ammonia-lyase small subunit///ethanolamine ammonia-lyase, small subunit (light chain)///ethanolamine ammonia-lyase small subunit","b2440","cobalamin binding///cobalamin binding","","ethanolamine ammonia-lyase complex///ethanolamine ammonia-lyase complex///ethanolamine ammonia-lyase complex","NC_004431.1 (2833958..2834845, complement)///NC_002655.2 (3349347..3350234, complement)///NC_000913.3 (2556410..2557297, complement)///NC_002695.1 (3279513..3280400, complement)"
0.998974957609354,0.58589012032225,0.580272399281113,-5.68322144449058,0.0894132955693792,"nirC///nirC///nirC///ECs4218","nitrite transporter///nitrite transporter NirC///nitrite transporter NirC///nitrite transporter NirC","b3367","high-affinity secondary active nitrite transmembrane transporter activity///high-affinity secondary active nitrite transmembrane transporter activity","nitrite transport///nitrite transport","plasma membrane///integral component of plasma membrane///integral component of membrane","NC_000913.3 (3497003..3497809)///NC_004431.1 (3928391..3929197)///NC_002655.2 (4284131..4284937)///NC_002695.1 (4216909..4217715)"
0.998974957609354,0.586072355091703,0.579981481861603,-5.68339448526168,0.133646323094062,"rplP///rplP///rplP///rplP","50S ribosomal protein L16///50S ribosomal protein L16///50S ribosomal subunit protein L16///50S ribosomal protein L16","b3313","tRNA binding///structural constituent of ribosome///structural constituent of ribosome///rRNA binding///rRNA binding","ribosomal large subunit assembly","cytosolic large ribosomal subunit///cytosolic large ribosomal subunit","NC_004431.1 (3880135..3880545, complement)///NC_002655.2 (4250993..4251403, complement)///NC_000913.3 (3448759..3449169, complement)///NC_002695.1 (4183771..4184181, complement)"
0.998974957609354,0.586187154649046,0.579798245421919,-5.68350343754993,0.15612452447947,"ftsW///ftsW///ftsW///ECs0093","cell division protein FtsW///cell division protein FtsW///putative lipid II flippase; integral membrane protein; FtsZ ring stabilizer///cell division protein FtsW","b0089","protein binding///lipid-linked peptidoglycan transporter activity///lipid-linked peptidoglycan transporter activity","regulation of cell shape///regulation of cell shape///peptidoglycan biosynthetic process///cell division///cell division","plasma membrane///integral component of plasma membrane///integral component of plasma membrane///integral component of plasma membrane///cell division site///cell division site","NC_004431.1 (102227..103474)///NC_002655.2 (103009..104253)///NC_000913.3 (98403..99647)///NC_002695.1 (103008..104252)"
0.998974957609354,0.586312065266452,0.579598895044976,-5.68362193720539,0.150655076285725,"fecA","TonB-dependent outer membrane ferric citrate transporter and signal transducer; ferric citrate extracelluar receptor; FecR-interacting protein","b4291","ferric iron transmembrane transporter activity///ferric iron transmembrane transporter activity","iron ion transport","cell outer membrane///cell outer membrane","NC_000913.3 (4514353..4516677, complement)"
0.998974957609354,0.586319113083554,0.579587647890654,-5.68362862178555,0.091754307013062,"rpiB///rpiB","ribose-5-phosphate isomerase B///ribose 5-phosphate isomerase B/allose 6-phosphate isomerase","b4090","ribose-5-phosphate isomerase activity///ribose-5-phosphate isomerase activity///protein binding///allose 6-phosphate isomerase activity///allose 6-phosphate isomerase activity","D-allose catabolic process","","NC_004431.1 (4872509..4872958)///NC_000913.3 (4313350..4313799)"
0.998974957609354,0.586492161214528,-0.579311517343167,-5.6837927005479,-0.122727594745493,"yebK///yebK///yebK///ECs2563","DNA-binding transcriptional regulator HexR///DNA-binding transcriptional regulator HexR///putative DNA-binding transcriptional regulator///DNA-binding transcriptional regulator HexR","b1853","DNA-binding transcription factor activity","transcription, DNA-templated///cellular response to DNA damage stimulus","","NC_004431.1 (2088329..2089198)///NC_002655.2 (2613691..2614560)///NC_000913.3 (1936652..1937521)///NC_002695.1 (2538483..2539352)"
0.998974957609354,0.586757411336617,0.578888357304709,-5.68404401344055,0.18224259810491,"rplA///rplA///rplA///rplA","50S ribosomal protein L1///50S ribosomal protein L1///50S ribosomal subunit protein L1///50S ribosomal protein L1","b3984","RNA binding///structural constituent of ribosome///protein binding","ribosomal large subunit assembly///maturation of LSU-rRNA///negative regulation of translational initiation","cytosol///cytosolic large ribosomal subunit///cytosolic large ribosomal subunit","NC_004431.1 (4711127..4711831)///NC_002655.2 (5056642..5057346)///NC_000913.3 (4178879..4179583)///NC_002695.1 (4987896..4988600)"
0.998974957609354,0.587124046983609,-0.578303645461374,-5.68439100857279,-0.473264497858886,"ydiJ","hypothetical protein","c2082","D-lactate dehydrogenase (cytochrome) activity///D-lactate dehydrogenase activity///flavin adenine dinucleotide binding///flavin adenine dinucleotide binding///4 iron, 4 sulfur cluster binding","lactate catabolic process","","NC_004431.1 (1921770..1924826, complement)"
0.998974957609354,0.588390927474987,0.576284921362719,-5.68558666887153,0.13944857715763,"yahB///Z0405///yahB","transcriptional regulator YahB///hypothetical protein///putative DNA-bindng transcriptional regulator","b0316","protein binding","transcription, DNA-templated","","NC_004431.1 (423994..424926, complement)///NC_002655.2 (385212..385922, complement)///NC_000913.3 (333501..334433, complement)"
0.998974957609354,0.588740190732472,0.575728846840992,-5.68591538443558,0.1026326463183,"ydcS///Z2279///ydcS///ECs2044","ABC transporter periplasmic-binding protein///transporter///putative ABC transporter periplasmic binding protein///transporter","b1440","","DNA import into cell involved in transformation///poly-hydroxybutyrate biosynthetic process///poly-hydroxybutyrate biosynthetic process","outer membrane-bounded periplasmic space","NC_004431.1 (1701948..1703093)///NC_002655.2 (2059911..2061056, complement)///NC_000913.3 (1511654..1512799)///NC_002695.1 (2027417..2028562)"
0.998974957609354,0.588787226390551,0.575653974929711,-5.68595962280337,0.0995377617623134,"manX///manX///manX///ECs2527","PTS system, mannose-specific IIAB component///PTS system mannose-specific transporter subunit IIAB///fused mannose-specific PTS enzymes: IIA component/IIB component///PTS system mannose-specific transporter subunit IIAB","b1817","kinase activity///protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity","phosphoenolpyruvate-dependent sugar phosphotransferase system///mannose transmembrane transport///N-acetylglucosamine transport///fructose import///glucose import across plasma membrane","cytoplasm///cytosol///integral component of plasma membrane///membrane","NC_004431.1 (2053720..2054691)///NC_002655.2 (2579083..2580054)///NC_000913.3 (1902048..1903019)///NC_002695.1 (2503877..2504848)"
0.998974957609354,0.588848388674455,0.575556621497513,-5.68601713697727,0.131248172350757,"yjfL///c5269///yjfL///yjfL///ECs5160","hypothetical protein///hypothetical protein///hypothetical protein///UPF0719 family inner membrane protein///hypothetical protein","c5269","","","plasma membrane","NC_004431.1 (5020049..5020438)///NC_004431.1 (5020279..5020446)///NC_002655.2 (5295692..5296090)///NC_000913.3 (4411979..4412377)///NC_002695.1 (5265706..5266104)"
0.998974957609354,0.589075621559786,-0.575194983142188,-5.68623071045664,-0.0874677897057854,"yieP///yieP///yieP///ECs4697","transcriptional regulator YieP///hypothetical protein///putative transcriptional regulator///hypothetical protein","b3755","","","cytosol","NC_004431.1 (4441668..4442360, complement)///NC_002655.2 (4803060..4803752, complement)///NC_000913.3 (3940635..3941327, complement)///NC_002695.1 (4734079..4734771, complement)"
0.998974957609354,0.589442811611526,-0.574610782757925,-5.68657547589267,-0.134484751132872,"yqcE///yqcE///yqcE///ECs3631","hypothetical protein///transporter///putative MFS transporter, inner membrane protein///transporter","b2775","","","plasma membrane","NC_004431.1 (3174381..3175658)///NC_002655.2 (3688007..3689284)///NC_000913.3 (2900592..2901869)///NC_002695.1 (3620709..3621986)"
0.998974957609354,0.590353975481912,0.573162066768905,-5.68742911765528,0.239989753189166,"mutT///mutT///mutT///ECs0103","nucleoside triphosphate pyrophosphohydrolase///nucleoside triphosphate pyrophosphohydrolase///dGTP-preferring nucleoside triphosphate pyrophosphohydrolase///nucleoside triphosphate pyrophosphohydrolase","b0099","magnesium ion binding///protein binding///8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity///8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity///manganese ion binding///8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity///8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity///8-oxo-dGDP phosphatase activity///8-oxo-dGDP phosphatase activity///8-oxo-GDP phosphatase activity///8-oxo-GDP phosphatase activity","DNA repair///DNA repair///DNA repair","","NC_004431.1 (114871..115269)///NC_002655.2 (115650..116048)///NC_000913.3 (111044..111433)///NC_002695.1 (115649..116047)"
0.998974957609354,0.590435209029789,-0.573032974004404,-5.68750509318173,-0.220846438184207,"dld///ECs3020","D-lactate dehydrogenase///D-lactate dehydrogenase","Z3382","D-lactate dehydrogenase (cytochrome) activity///electron transfer activity///oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor///flavin adenine dinucleotide binding///(R)-2-hydroxyglutarate dehydrogenase activity///FAD binding","aerobic respiration///anaerobic respiration///lactate oxidation///lactate oxidation///respiratory electron transport chain///respiratory electron transport chain","plasma membrane///extrinsic component of cytoplasmic side of plasma membrane///extrinsic component of cytoplasmic side of plasma membrane","NC_002655.2 (3022365..3024080)///NC_002695.1 (2951098..2952813)"
0.998974957609354,0.590651855566515,0.572688741237388,-5.68770761306215,0.0945766202838527,"dsdX///Z3627///dsdX","permease DsdX///D-serine permease///D-serine transporter","Z3627","gluconate transmembrane transporter activity///D-serine transmembrane transporter activity","cellular response to DNA damage stimulus///gluconate transmembrane transport///D-serine transport","plasma membrane///integral component of plasma membrane///integral component of plasma membrane///integral component of plasma membrane","NC_004431.1 (2760235..2761572)///NC_002655.2 (3277062..3277280)///NC_000913.3 (2477847..2479184)"
0.998974957609354,0.590971969249541,0.572180247263049,-5.68800657738243,0.0856206586099582,"queF///queF///queF///queF","7-cyano-7-deazaguanine reductase///7-cyano-7-deazaguanine reductase///7-cyano-7-deazaguanine reductase (NADPH-dependent)///7-cyano-7-deazaguanine reductase","b2794","preQ1 synthase activity","queuosine biosynthetic process","cytosol","NC_004431.1 (3200165..3201013)///NC_002655.2 (3715046..3715894)///NC_000913.3 (2925348..2926196)///NC_002695.1 (3647748..3648596)"
0.998974957609354,0.591062617417171,0.572036284660805,-5.68809117679877,0.208477379886864,"ppa///ppa///ppa///ECs5204","inorganic pyrophosphatase///inorganic pyrophosphatase///inorganic pyrophosphatase///inorganic pyrophosphatase","b4226","magnesium ion binding///magnesium ion binding///inorganic diphosphatase activity///inorganic diphosphatase activity///protein binding///zinc ion binding///triphosphatase activity","phosphate-containing compound metabolic process","cytosol///cytosol///membrane","NC_004431.1 (5066168..5066698, complement)///NC_002655.2 (5334588..5335118, complement)///NC_000913.3 (4449122..4449652, complement)///NC_002695.1 (5304602..5305132, complement)"
0.998974957609354,0.591320253827387,-0.571627192766972,-5.68833147772199,-0.0882213439820454,"macA///Z1115///macA///ECs0964","macrolide transporter subunit MacA///macrolide transporter subunit MacA///macrolide transporter membrane fusion protein (MFP) component///macrolide transporter subunit MacA","b0878","protein binding///identical protein binding///identical protein binding","drug export///drug export","plasma membrane///extrinsic component of membrane///MacAB-TolC complex","NC_004431.1 (973363..974478)///NC_002655.2 (1051970..1053085)///NC_000913.3 (919235..920350)///NC_002695.1 (1050310..1051425)"
0.998974957609354,0.591486314438753,0.571363567750812,-5.68848625182822,0.095067243066369,"yhhW///yhhW///yhhW///ECs4288","hypothetical protein///hypothetical protein///quercetinase activity in vitro///hypothetical protein","c4228","quercetin 2,3-dioxygenase activity","","","NC_004431.1 (4018231..4018926, complement)///NC_002655.2 (4365426..4366121, complement)///NC_000913.3 (3578950..3579645, complement)///NC_002695.1 (4298204..4298899, complement)"
0.998974957609354,0.591535697272287,-0.571285179964514,-5.68853226124288,-0.0848310324396557,"ydeR///Z2205///ydeR///ECs2108","fimbrial-like protein ydeR///fimbrial-like protein///putative fimbrial-like adhesin protein///fimbrial-like protein","b1503","","cell adhesion///cell adhesion involved in single-species biofilm formation///pilus organization","pilus","NC_004431.1 (1773472..1773975, complement)///NC_002655.2 (1978930..1979433)///NC_000913.3 (1587793..1588296, complement)///NC_002695.1 (2109039..2109542, complement)"
0.998974957609354,0.592104457843235,-0.570382642048554,-5.68906160564809,-0.372814994240905,"ynjD","ABC transporter ATP-binding protein","c2157","ATPase-coupled maltose transmembrane transporter activity","","ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing///maltose transport complex","NC_004431.1 (1992558..1993244)"
0.998974957609354,0.592441678480147,0.569847769409037,-5.68937496723682,0.152219075059108,"eutH///eutH///eutH///ECs3314","ethanolamine utilization protein EutH///ethanolamine transport protein///ethanolamine transporter///EutH","c2977","","","plasma membrane///plasma membrane","NC_004431.1 (2837639..2838865, complement)///NC_002655.2 (3353028..3354254, complement)///NC_000913.3 (2566881..2568107, complement)///NC_002695.1 (3283194..3284420, complement)"
0.998974957609354,0.59287400017535,0.569162322409013,-5.68977616939796,0.0795311454468557,"norV","anaerobic nitric oxide reductase flavorubredoxin","b2710","iron ion binding///electron transfer activity///FMN binding///oxidoreductase activity, acting on other nitrogenous compounds as donors///identical protein binding///identical protein binding","nitric oxide catabolic process///protein homotetramerization///response to nitric oxide","","NC_000913.3 (2832476..2833915)"
0.998974957609354,0.593064745271184,0.568859991025294,-5.68995299436711,0.267687535788962,"emrB///emrB///ECs3548","multidrug resistance protein B///multidrug efflux system protein///multidrug resistance protein B","b2686","","response to toxic substance///transmembrane transport","plasma membrane///integral component of plasma membrane","NC_002655.2 (3604064..3605602)///NC_000913.3 (2812616..2814154)///NC_002695.1 (3536774..3538312)"
0.998974957609354,0.593087688177014,0.568823630401642,-5.68997425512693,0.113695636528359,"nadC///nadC///nadC///ECs0113","quinolinate phosphoribosyltransferase///quinolinate phosphoribosyltransferase///quinolinate phosphoribosyltransferase///quinolinate phosphoribosyltransferase","b0109","nicotinate-nucleotide diphosphorylase (carboxylating) activity///nicotinate-nucleotide diphosphorylase (carboxylating) activity","NAD biosynthetic process///NAD biosynthetic process///quinolinate catabolic process///'de novo' NAD biosynthetic process from aspartate","cytoplasm///cytoplasm///cytosol","NC_004431.1 (122892..123785, complement)///NC_002655.2 (122242..123135, complement)///NC_000913.3 (117752..118645, complement)///NC_002695.1 (122241..123134, complement)"
0.998974957609354,0.593150388919589,-0.568724264637958,-5.69003235015635,-0.196747667881402,"yeiG///yeiG///yeiG///ECs3046","hypothetical protein///esterase///S-formylglutathione hydrolase///esterase","b2154","hydroxyacylglutathione hydrolase activity///S-formylglutathione hydrolase activity///S-formylglutathione hydrolase activity///identical protein binding","formaldehyde catabolic process///protein homotetramerization","cytosol","NC_004431.1 (2535605..2536441)///NC_002655.2 (3050171..3051007)///NC_000913.3 (2243910..2244746)///NC_002695.1 (2978903..2979739)"
0.998974957609354,0.59320766621742,0.568633499250903,-5.69008540915585,0.820556161603989,"nikE","nickel transporter ATP-binding protein NikE","c4273","ATP binding///ATPase-coupled nickel transmembrane transporter activity","cellular response to DNA damage stimulus///nickel cation transmembrane transport","ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing","NC_004431.1 (4056431..4057237)"
0.998974957609354,0.593346244139281,0.568413921268618,-5.69021373793224,0.102698967916456,"oppD///oppD///oppD///oppD","oligopeptide transporter ATP-binding component///oligopeptide ABC transporter ATP-binding protein///oligopeptide ABC transporter ATPase///oligopeptide ABC transporter ATP-binding protein","b1246","protein binding///ATP binding///peptidoglycan peptide transmembrane transporter activity","peptidoglycan-associated peptide transport","","NC_004431.1 (1548681..1549694)///NC_002655.2 (1839535..1840548)///NC_000913.3 (1304754..1305767)///NC_002695.1 (1747598..1748611)"
0.998974957609354,0.593696961627667,0.5678583435508,-5.69053824288797,0.176907554923858,"yahC///yahC","hypothetical protein///putative inner membrane protein","b0317","","","plasma membrane","NC_004431.1 (425018..425515, complement)///NC_000913.3 (334525..335022, complement)"
0.998974957609354,0.593748408937039,0.567776861512861,-5.69058581205932,0.174269038058206,"nhoA///Z2250///nhoA///ECs2066","N-hydroxyarylamine O-acetyltransferase///N-hydroxyarylamine O-acetyltransferase///N-hydroxyarylamine O-acetyltransferase///N-hydroxyarylamine O-acetyltransferase","b1463","arylamine N-acetyltransferase activity///arylamine N-acetyltransferase activity///N-hydroxyarylamine O-acetyltransferase activity","","","NC_004431.1 (1728791..1729636)///NC_002655.2 (2034478..2035212, complement)///NC_000913.3 (1534024..1534869)///NC_002695.1 (2053261..2053995)"
0.998974957609354,0.594171553585906,0.567106847150599,-5.69097673986915,0.816501630932168,"yadN","fimbrial-like protein yadN","c0172","","cell adhesion///cell adhesion///cell adhesion involved in single-species biofilm formation///pilus organization","pilus///pilus///pilus","NC_004431.1 (166848..167462, complement)"
0.998974957609354,0.594175666544763,-0.567100336024873,-5.69098053688305,-0.417789636899129,"tdh///tdh///tdh","L-threonine 3-dehydrogenase///L-threonine 3-dehydrogenase///L-threonine 3-dehydrogenase","Z5043","ferrous iron binding///zinc ion binding///L-threonine 3-dehydrogenase activity///oxidoreductase activity///manganese ion binding///cadmium ion binding","L-serine biosynthetic process///threonine catabolic process","cytoplasm///cytosol","NC_004431.1 (4224505..4225530, complement)///NC_002655.2 (4606135..4607160, complement)///NC_002695.1 (4537153..4538178, complement)"
0.998974957609354,0.594566562591058,0.566481641034479,-5.69134115982984,0.10592471208466,"yddG///yddG///yddG///ECs2077","hypothetical protein///hypothetical protein///aromatic amino acid exporter///hypothetical protein","b1473","L-tyrosine transmembrane transporter activity///L-phenylalanine transmembrane transporter activity///L-tryptophan transmembrane transporter activity","phenylalanine transport///tryptophan transport///tyrosine transport","plasma membrane","NC_004431.1 (1739114..1739995, complement)///NC_002655.2 (2019882..2020763)///NC_000913.3 (1546288..1547169, complement)///NC_002695.1 (2067710..2068591, complement)"
0.998974957609354,0.595277812592826,-0.565356526194006,-5.69199608085435,-0.0765966270974392,"ygiD///ygiD///ygiD///ECs3927","hypothetical protein///hypothetical protein///4,5- DOPA-extradiol-dioxygenase///hypothetical protein","b3039","DOPA dioxygenase activity","","","NC_004431.1 (3622071..3622886, complement)///NC_002655.2 (3995028..3995843, complement)///NC_000913.3 (3181619..3182407, complement)///NC_002695.1 (3927713..3928528, complement)"
0.998974957609354,0.595497131799313,0.565009750806695,-5.69219770659813,0.119028741812777,"yciG///yciG///ECs1831","hypothetical protein///KGG family protein///hypothetical protein","b1259","","bacterial-type flagellum-dependent swarming motility","","NC_002655.2 (2270098..2270301)///NC_000913.3 (1315856..1316035, complement)///NC_002695.1 (1816876..1817055, complement)"
0.998974957609354,0.595590036172713,-0.564862878559545,-5.69228306995141,-0.0925062067729741,"mcrA","putative 5-methylcytosine/5-hydroxymethylcytosine-specific restriction nuclease; 5-methylcytosine DNA binding protein","b1159","methyl-CpG binding///methyl-CpG binding","","","NC_000913.3 (1210346..1211179)"
0.998974957609354,0.595964550411267,0.564270948804863,-5.6926269074936,0.242882579623254,"cybB///cybB///cybB///ECs2023","cytochrome b561///cytochrome b561///cytochrome b561///cytochrome b561","b1418","heme binding///heme binding","","plasma membrane///plasma membrane","NC_004431.1 (1685021..1685551)///NC_002655.2 (2079537..2080103, complement)///NC_000913.3 (1490902..1491432)///NC_002695.1 (2008411..2008941)"
0.998974957609354,0.550927045966655,-0.63715959348294,-5.64795594828467,-0.179562167139768,"rpmE2///rpmE2///ykgM///rpmE2","50S ribosomal protein L31///50S ribosomal protein L31///50S ribosomal protein L31 type B; alternative zinc-limitation L31 protein///50S ribosomal protein L31 type B","b0296","zinc ion binding","","cytosol///cytosolic large ribosomal subunit","NC_004431.1 (387632..387895, complement)///NC_002655.2 (344923..345186, complement)///NC_000913.3 (312514..312777, complement)///NC_002695.1 (344922..345185, complement)"
