#KEY	SRR10197193_2	SRR10197194_2	SRR10197195_2	SRR10197196_2	SRR10197197_2	SRR10197198_2	SRR10197199_2	SRR10197200_2	SRR10197201_2	SRR10197202_2	SRR10197203_2	SRR10197204_2
FBti0061922	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061923	154	160	98	106	248	191	337	327	128	156	222	241
FBti0061924	0	2	0	0	18	0	0	0	0	0	0	0
FBti0061925	16	0	0	0	0	1	0	0	0	0	0	0
FBti0061926	0	0	0	6	0	0	0	0	0	0	0	2
FBti0061927	107	144	80	27	49	80	249	97	27	83	25	30
FBti0061928	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061930	2	2	2	4	6	0	0	0	0	0	0	0
FBti0061931	16	0	4	0	4	1	23	74	36	27	12	2
FBti0061932	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061933	0	19	0	0	0	0	0	0	0	0	2	0
FBti0061935	0	0	1	0	2	0	0	0	0	1	0	0
FBti0061939	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061940	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061941	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061942	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061943	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061944	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061945	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061946	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061947	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061949	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061950	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061952	0	3	0	0	0	0	0	0	0	0	0	0
FBti0061953	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061954	0	2	0	0	0	0	0	0	0	0	0	0
FBti0061955	0	2	0	0	0	0	0	0	0	0	4	0
FBti0061956	0	0	0	0	0	12	0	0	4	0	0	0
FBti0061957	0	2	0	0	0	0	1	0	0	0	0	7
FBti0061958	0	4	0	0	0	0	0	0	0	0	0	0
FBti0061959	0	0	0	0	0	0	0	0	0	6	0	0
FBti0061960	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061961	8	6	0	0	0	0	0	6	0	0	0	0
FBti0061962	0	0	1	0	0	0	0	0	0	0	0	0
FBti0061963	29	2	55	9	2	0	26	0	0	0	0	6
FBti0061964	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061966	7	14	20	39	60	28	29	82	33	64	61	40
FBti0061967	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061968	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061969	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061970	0	1	0	0	0	0	0	1	1	0	1	1
FBti0061971	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061972	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061973	0	6	0	0	0	0	0	0	0	0	0	0
FBti0061974	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061976	116	79	47	31	72	32	132	105	44	37	73	40
FBti0061977	0	0	0	0	0	0	1	0	0	0	0	0
FBti0061978	0	0	0	0	0	0	0	0	1	0	0	0
FBti0061979	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061980	0	0	0	2	0	0	0	0	0	0	0	0
FBti0061981	0	0	0	0	0	0	0	0	0	1	0	0
FBti0061986	0	0	0	0	0	0	17	0	0	0	0	0
FBti0061988	0	0	0	0	0	0	0	1	0	0	0	0
FBti0061990	0	0	0	0	0	0	0	0	0	0	0	0
FBti0061993	0	0	0	0	0	0	0	1	2	0	0	0
FBti0061994	16	0	0	0	18	0	0	2	14	5	0	22
FBti0061996	0	0	0	0	0	0	0	0	0	1	0	1
FBti0061997	0	0	0	0	0	1	0	0	0	0	0	0
FBti0061998	24	14	0	2	1	4	1	1	2	1	0	0
FBti0061999	12	0	2	3	16	15	2	0	1	0	3	16
FBti0062000	1	17	1	6	10	33	30	2	17	0	17	4
FBti0062001	0	0	0	0	0	0	0	23	0	5	0	0
FBti0062002	0	0	0	0	0	0	0	21	10	0	0	0
FBti0062003	0	0	0	0	2	0	6	10	0	0	16	25
FBti0062004	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062005	1	0	0	14	3	0	8	0	4	7	0	1
FBti0062006	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062007	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062008	5	25	25	14	14	11	9	21	4	2	1	2
FBti0062009	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062010	601	636	418	253	246	327	1113	609	159	235	178	159
FBti0062011	0	1	0	0	0	0	1	0	0	0	0	0
FBti0062012	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062013	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062014	0	0	0	1	2	5	1	3	1	0	0	4
FBti0062015	0	0	0	0	0	2	0	1	2	0	0	0
FBti0062016	1	4	0	1	0	0	0	1	1	1	0	0
FBti0062019	5	1	0	6	0	0	0	0	0	18	5	0
FBti0062020	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062021	0	0	11	0	0	0	5	11	7	0	0	8
FBti0062022	0	0	1	0	0	0	0	4	0	0	0	14
FBti0062024	35	2	7	0	14	28	48	20	13	18	18	15
FBti0062025	0	0	0	6	0	0	0	0	0	0	0	0
FBti0062026	0	0	20	0	1	1	0	12	0	0	0	0
FBti0062027	12	5	0	7	0	17	0	7	5	0	0	0
FBti0062028	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062029	14	1	0	0	8	17	16	9	10	0	0	6
FBti0062030	0	0	0	0	0	0	7	0	0	12	0	0
FBti0062031	0	0	0	0	0	0	0	7	0	0	1	0
FBti0062032	0	0	0	6	0	10	0	0	0	0	0	0
FBti0062033	0	0	0	0	0	0	1	0	0	0	1	0
FBti0062034	735	594	497	335	531	333	978	963	351	363	372	229
FBti0062035	56	42	7	0	46	0	12	32	1	38	0	0
FBti0062036	4	18	16	15	94	42	39	50	27	61	44	41
FBti0062037	164	263	201	162	258	261	422	350	241	168	188	180
FBti0062039	91	42	63	64	54	50	157	137	66	97	27	56
FBti0062040	327	190	266	166	170	200	275	297	129	110	110	126
FBti0062041	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062042	0	0	0	0	0	18	0	0	0	5	10	10
FBti0062043	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062044	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062045	0	12	0	1	8	12	0	0	11	0	0	0
FBti0062046	0	0	0	0	0	0	0	0	0	0	20	0
FBti0062047	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062048	740	650	555	406	888	667	1227	1105	400	608	440	565
FBti0062049	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062050	0	0	0	0	0	0	0	0	4	0	0	0
FBti0062051	0	9	0	20	37	19	53	20	4	11	25	6
FBti0062052	188	165	79	222	274	107	190	178	226	128	113	153
FBti0062053	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062054	0	0	0	0	0	0	0	0	0	8	0	0
FBti0062055	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062056	1	17	9	0	10	9	7	9	44	0	10	4
FBti0062057	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062058	0	0	0	1	0	0	1	0	0	0	0	0
FBti0062059	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062060	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062061	6	20	8	2	3	5	17	15	3	9	3	4
FBti0062062	148	197	224	138	191	142	378	338	136	129	133	237
FBti0062063	0	0	0	0	0	0	0	4	0	0	0	0
FBti0062065	27	0	0	17	14	14	31	19	28	2	0	0
FBti0062066	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062067	6	5	10	3	2	1	8	2	4	0	0	1
FBti0062068	0	0	0	6	0	0	0	0	0	0	0	0
FBti0062069	1	0	0	1	2	0	0	0	0	0	1	1
FBti0062070	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062071	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062073	104	146	90	71	79	128	100	158	90	77	30	13
FBti0062074	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062076	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062077	0	0	0	0	0	0	0	0	0	1	0	0
FBti0062078	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062079	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062080	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062081	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062082	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062083	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062084	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062085	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062086	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062087	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062092	0	0	0	0	0	3	0	0	0	0	0	0
FBti0062093	39	3	26	15	36	12	0	4	20	36	14	0
FBti0062094	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062095	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062096	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062097	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062098	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062099	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062100	1	10	0	12	10	0	0	0	6	10	0	0
FBti0062101	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062102	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062103	46	53	47	44	74	45	156	62	95	48	39	37
FBti0062104	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062106	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062108	74	96	70	67	132	89	220	157	169	94	38	74
FBti0062111	107	64	39	64	59	71	66	92	37	86	56	41
FBti0062112	0	0	0	0	23	0	0	0	0	0	0	0
FBti0062114	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062115	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062116	33	0	0	0	0	12	0	0	0	0	0	12
FBti0062117	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062118	0	15	0	0	6	0	0	0	0	0	0	0
FBti0062119	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062120	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062121	0	0	0	0	1	0	0	0	0	0	1	0
FBti0062122	5	0	8	8	0	0	30	0	10	3	0	0
FBti0062123	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062124	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062125	4	0	0	0	1	12	0	0	0	0	0	0
FBti0062126	0	0	0	11	1	0	0	0	0	1	0	0
FBti0062127	0	0	0	0	0	0	0	1	0	0	0	0
FBti0062128	16	13	44	11	0	10	19	1	6	0	20	0
FBti0062129	0	0	0	0	0	0	13	3	0	0	0	0
FBti0062130	135	107	112	127	97	126	151	142	67	99	13	75
FBti0062131	0	0	0	0	3	32	0	0	16	0	5	11
FBti0062132	0	0	1	0	0	0	0	0	0	6	0	0
FBti0062133	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062134	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062135	0	2	0	0	0	0	0	6	7	0	0	0
FBti0062136	0	8	0	0	0	12	0	0	9	0	0	0
FBti0062137	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062138	118	182	55	68	114	89	349	288	94	65	64	99
FBti0062139	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062140	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062141	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062142	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062143	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062144	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062145	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062147	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062148	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062149	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062150	0	0	0	0	0	0	0	0	1	0	0	1
FBti0062151	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062152	0	0	0	0	0	0	0	0	0	14	0	0
FBti0062153	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062154	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062155	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062156	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062157	0	2	0	0	0	0	0	0	0	0	0	0
FBti0062158	1	0	0	7	0	0	0	15	0	0	0	0
FBti0062159	0	0	0	5	0	0	0	0	2	0	0	0
FBti0062160	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062161	0	0	0	0	0	0	0	3	0	0	0	0
FBti0062162	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062163	0	0	0	0	0	0	0	10	0	0	0	0
FBti0062164	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062165	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062166	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062167	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062168	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062169	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062170	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062171	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062172	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062173	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062174	0	0	8	0	0	10	0	6	0	0	0	0
FBti0062175	133	53	61	40	92	40	122	101	70	51	17	9
FBti0062176	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062177	0	0	0	0	0	0	0	0	3	0	0	0
FBti0062178	40	15	12	0	9	14	28	19	22	0	7	1
FBti0062179	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062180	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062181	0	0	0	4	5	0	0	0	0	0	0	0
FBti0062182	0	0	0	0	0	0	10	0	0	0	0	0
FBti0062183	0	3	0	0	0	0	0	0	0	0	1	0
FBti0062184	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062185	0	8	0	0	7	0	0	0	0	0	0	0
FBti0062186	0	0	0	0	1	6	0	0	0	0	0	0
FBti0062187	0	1	0	0	0	0	0	3	0	0	12	11
FBti0062188	21	6	1	0	0	0	6	1	0	12	0	0
FBti0062189	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062190	2	2	0	0	4	6	0	7	0	7	3	2
FBti0062191	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062192	0	9	0	3	0	0	1	0	6	0	0	0
FBti0062193	0	0	0	0	0	0	1	0	0	0	0	0
FBti0062196	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062197	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062198	1	0	1	0	0	0	0	0	0	0	0	0
FBti0062199	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062200	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062201	0	5	10	0	16	0	0	0	2	5	10	0
FBti0062202	14	3	0	5	2	0	73	10	1	10	22	0
FBti0062203	81	33	11	8	33	11	19	17	13	18	0	4
FBti0062204	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062206	862	781	701	414	372	478	934	756	224	317	220	319
FBti0062207	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062208	0	8	22	1	17	20	2	38	2	2	0	24
FBti0062209	0	0	0	0	0	0	0	6	0	0	0	0
FBti0062210	0	0	0	2	0	0	1	0	10	0	25	0
FBti0062211	11	1	0	0	0	0	46	28	1	1	0	0
FBti0062212	0	0	19	0	19	0	8	9	2	0	0	0
FBti0062213	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062214	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062215	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062216	29	20	9	19	11	7	8	0	7	34	0	1
FBti0062217	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062218	0	0	0	0	0	1	0	0	0	0	0	0
FBti0062219	0	0	0	0	0	0	6	0	0	0	0	0
FBti0062220	0	0	0	1	1	0	1	1	8	1	0	1
FBti0062221	82	141	125	138	77	106	337	231	142	102	106	58
FBti0062222	1	0	0	9	1	0	0	0	2	12	1	0
FBti0062223	5	8	0	31	35	1	14	10	41	7	0	7
FBti0062225	1	0	0	2	0	0	0	0	0	0	0	0
FBti0062226	0	4	0	18	6	0	0	0	0	1	1	0
FBti0062227	0	1	1	0	0	0	0	1	2	1	0	3
FBti0062228	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062229	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062230	109	107	59	69	102	100	190	156	62	72	72	75
FBti0062231	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062232	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062233	0	5	0	10	14	0	32	23	26	0	4	10
FBti0062234	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062235	0	0	1	0	0	0	1	1	0	0	0	0
FBti0062236	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062237	0	1	7	0	12	0	9	0	0	0	0	0
FBti0062238	0	0	0	0	0	0	0	0	0	1	0	0
FBti0062239	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062240	20	1	19	3	2	1	24	16	0	20	1	10
FBti0062241	157	182	97	121	98	131	384	151	52	143	63	105
FBti0062242	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062243	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062244	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062245	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062246	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062247	110	59	14	49	105	54	145	94	94	38	44	92
FBti0062248	0	0	2	1	1	1	1	4	2	2	0	0
FBti0062249	0	0	0	0	0	0	0	1	0	0	0	0
FBti0062250	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062252	0	0	1	0	16	0	18	0	1	0	0	0
FBti0062254	4	1	3	3	2	2	1	1	1	1	1	2
FBti0062255	0	8	0	5	0	0	16	36	0	0	0	0
FBti0062256	40	11	36	7	0	24	36	77	20	3	11	2
FBti0062257	0	3	8	3	0	4	0	0	12	0	0	8
FBti0062258	100	188	112	133	134	73	262	221	187	92	104	77
FBti0062259	5	7	0	5	4	0	33	17	0	6	0	6
FBti0062260	0	0	0	22	0	11	6	2	0	0	0	0
FBti0062261	0	0	0	0	0	0	12	0	0	0	0	0
FBti0062262	0	0	0	0	0	0	0	0	0	0	0	1
FBti0062263	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062264	0	0	0	0	0	0	0	0	0	14	1	0
FBti0062265	0	0	1	2	1	0	1	1	0	0	0	0
FBti0062266	0	0	0	0	0	0	20	1	0	0	0	0
FBti0062267	0	0	0	0	0	0	1	0	1	0	0	0
FBti0062268	0	0	0	4	0	0	0	0	0	0	0	0
FBti0062269	0	0	0	0	0	0	1	0	0	1	0	0
FBti0062271	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062272	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062273	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062274	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062275	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062276	0	0	0	1	6	0	0	0	0	0	0	0
FBti0062277	17	0	0	0	0	0	0	0	0	0	0	0
FBti0062278	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062279	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062281	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062283	2	13	5	6	0	0	0	6	12	0	0	0
FBti0062284	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062285	0	31	5	9	11	34	101	11	4	1	0	6
FBti0062286	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062287	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062288	0	0	0	0	0	0	1	0	0	0	0	0
FBti0062291	0	0	0	0	0	0	0	0	0	10	0	0
FBti0062297	0	1	0	0	0	0	0	0	0	0	0	0
FBti0062298	0	0	0	0	0	0	0	0	0	1	7	0
FBti0062299	0	2	0	0	0	0	0	2	0	0	0	0
FBti0062300	4722	4491	4267	3990	4282	4429	9893	7187	4260	4364	3094	2976
FBti0062301	3	1	5	0	1	0	3	10	1	0	1	1
FBti0062302	0	0	0	0	1	0	0	0	0	0	0	0
FBti0062303	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062305	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062306	9441	8487	5653	6806	6459	7659	10480	9929	4543	6123	4498	4263
FBti0062307	0	0	0	0	0	0	1	0	0	3	7	0
FBti0062308	54	16	14	14	35	80	49	60	41	54	54	1
FBti0062309	7	16	15	9	13	2	11	2	23	9	3	13
FBti0062310	89	105	104	47	25	64	362	329	46	161	83	62
FBti0062311	0	22	10	0	0	4	0	3	16	0	4	0
FBti0062316	282	267	160	99	60	175	572	320	103	184	81	80
FBti0062317	0	20	0	10	0	13	0	10	10	1	7	24
FBti0062319	1329	1554	1248	1100	1510	1887	2116	2200	990	1167	932	1033
FBti0062320	0	14	1	0	0	13	22	15	4	0	11	40
FBti0062321	0	0	0	0	1	0	0	1	1	0	0	0
FBti0062322	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062323	0	0	0	0	0	0	0	0	0	0	0	1
FBti0062324	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062325	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062326	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062327	0	0	3	2	2	1	4	3	2	1	2	2
FBti0062328	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062330	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062331	0	0	0	0	0	0	0	0	0	0	1	1
FBti0062332	0	0	0	0	0	0	2	0	1	0	27	1
FBti0062333	434	370	322	392	502	292	454	544	376	254	191	183
FBti0062334	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062335	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062336	1	4	0	0	1	0	0	0	0	0	0	0
FBti0062337	0	0	0	0	0	0	0	1	0	0	0	1
FBti0062338	0	0	0	0	0	0	0	0	6	0	0	0
FBti0062339	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062340	45	20	22	55	14	24	173	19	12	31	29	21
FBti0062341	0	0	0	0	11	0	0	0	0	0	0	0
FBti0062342	0	10	0	6	7	10	0	16	22	35	18	0
FBti0062343	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062344	0	0	0	0	0	0	0	0	2	0	0	0
FBti0062345	0	1	0	1	2	2	0	10	0	0	9	1
FBti0062346	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062347	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062349	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062350	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062351	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062352	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062353	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062357	612	219	187	227	509	473	211	519	360	307	378	326
FBti0062359	371	233	289	304	431	420	704	524	313	225	284	380
FBti0062360	0	0	0	5	0	0	0	0	0	0	0	0
FBti0062362	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062363	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062364	24	19	8	15	22	1	13	13	31	0	6	0
FBti0062365	1	0	0	1	0	0	0	3	0	8	0	0
FBti0062366	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062367	0	5	0	4	8	0	0	0	0	0	0	0
FBti0062368	0	0	0	4	0	0	0	0	16	54	23	15
FBti0062369	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062370	278	117	138	108	125	96	238	139	56	71	72	7
FBti0062371	0	0	0	0	0	0	0	0	1	0	0	0
FBti0062372	338	224	104	145	201	218	853	376	195	260	134	220
FBti0062373	366	255	150	126	127	185	526	239	106	114	95	142
FBti0062374	0	0	0	0	0	0	0	0	26	8	0	0
FBti0062375	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062376	140	82	75	99	79	181	283	132	80	58	65	107
FBti0062377	0	0	0	0	0	0	0	0	0	0	1	0
FBti0062378	0	8	0	0	4	0	0	6	0	0	0	1
FBti0062380	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062381	3818	3140	2047	1792	1602	1531	5614	2834	877	2026	915	846
FBti0062382	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062383	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062384	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062385	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062386	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062387	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062388	732	883	898	525	624	704	1375	1030	688	530	445	357
FBti0062389	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062390	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062391	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062392	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062393	1279	506	816	566	979	1111	651	716	728	591	649	644
FBti0062394	0	5	0	2	0	0	0	0	0	0	0	0
FBti0062395	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062396	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062397	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062398	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062399	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062400	191	124	187	88	225	108	215	224	107	137	137	141
FBti0062401	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062402	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062403	0	0	0	0	0	0	11	7	0	0	8	0
FBti0062404	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062405	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062407	0	25	5	9	27	13	0	57	17	25	0	0
FBti0062408	0	0	0	0	1	0	0	0	0	0	0	0
FBti0062409	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062410	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062411	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062412	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062413	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062414	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062415	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062416	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062417	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062418	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062420	0	0	0	0	0	0	0	0	4	0	0	1
FBti0062421	5799	4628	3508	2498	1527	2097	8328	4475	1384	2635	1549	2034
FBti0062422	0	0	0	2	0	0	0	5	11	0	14	0
FBti0062423	33068	31275	29606	20900	33351	30005	48972	47884	28632	21995	22702	20512
FBti0062424	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062425	0	0	0	0	0	7	0	0	6	0	0	0
FBti0062427	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062428	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062429	0	0	0	0	0	0	0	0	1	0	0	0
FBti0062430	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062431	0	0	0	0	0	0	0	0	0	0	0	0
FBti0062432	0	0	0	3	0	0	0	0	0	0	0	0
FBti0062433	0	0	5	0	7	1	0	0	2	14	0	13
FBti0062434	0	0	0	0	0	0	0	0	0	0	0	0
